city_risk,season_risk,forecast_risk,income_volatility,platform_count,weeks_active,persona_type,weekly_premium
0.6594,0.2681,0.3411,0.4317,3,26,0,79.85
0.7563,0.651,0.6062,0.717,3,10,1,105.98
0.6839,0.2276,0.1621,0.7368,2,10,1,92.93
0.5843,0.8327,0.7529,0.3073,1,49,1,106.62
0.6631,0.3404,0.2608,0.3176,2,7,1,84.74
0.5518,0.2918,0.3416,0.7368,1,34,1,97.12
0.7185,0.8266,0.9483,0.4945,1,14,2,127.75
0.6759,0.725,0.7961,0.3449,1,4,2,102.88
0.6727,0.2886,0.2068,0.1966,2,38,1,78.57
0.5807,0.321,0.289,0.4805,2,45,0,83.98
0.5815,0.9037,1.0,0.4368,3,47,2,125.95
0.7074,0.6742,0.7867,0.7015,2,34,2,117.02
0.5736,0.2434,0.3047,0.3874,2,32,2,80.01
0.7075,0.2918,0.2101,0.2975,2,7,2,91.73
0.5894,0.2413,0.2841,0.6547,3,49,0,77.29
0.6305,0.7235,0.6511,0.1392,2,48,1,104.7
0.6187,0.8598,0.7415,0.7998,1,3,2,133.04
0.5586,0.9866,0.8585,0.1612,3,19,2,108.35
0.5649,0.2797,0.2566,0.4795,3,29,2,81.42
0.6695,0.3793,0.3815,0.6398,2,49,1,98.62
0.6522,0.291,0.3323,0.425,2,22,0,92.05
0.6732,0.6876,0.533,0.6439,2,11,0,102.18
0.5733,0.354,0.2908,0.606,1,26,2,89.97
0.5576,0.6417,0.494,0.4359,2,13,1,107.39
0.6782,0.9723,1.0,0.1237,3,15,0,117.82
0.583,0.2941,0.2546,0.5854,1,35,1,92.39
0.5893,0.3873,0.4271,0.1284,1,27,1,85.65
0.5285,0.3094,0.337,0.7809,3,46,1,88.97
0.6848,0.8698,0.7761,0.2539,1,23,1,116.52
0.6273,0.2317,0.2016,0.4187,2,14,1,86.75
0.6083,0.3629,0.3855,0.3761,1,8,0,90.48
0.614,0.2475,0.2164,0.7406,1,33,0,99.67
0.7458,0.6607,0.5807,0.4242,1,1,1,110.1
0.4983,0.4261,0.5109,0.7865,2,39,1,96.67
0.639,0.332,0.4129,0.2685,2,25,1,92.5
0.663,0.2314,0.1738,0.4234,3,16,0,77.29
0.6456,0.494,0.4077,0.6571,1,16,0,113.56
0.5945,0.281,0.3298,0.2968,3,6,2,76.4
0.6077,0.4098,0.3921,0.4436,2,19,2,94.54
0.7348,0.5588,0.6937,0.6456,2,28,2,100.69
0.5906,0.407,0.2962,0.5006,3,52,0,88.17
0.6381,0.2023,0.2494,0.6167,2,46,0,90.62
0.7133,0.2445,0.2045,0.4154,1,47,2,90.3
0.6311,0.2193,0.2156,0.3276,3,3,1,86.2
0.5681,0.2977,0.2929,0.5102,2,23,1,73.72
0.5386,0.4764,0.5273,0.3212,1,49,2,100.71
0.5941,0.6905,0.5497,0.1241,2,11,1,96.18
0.7146,0.24,0.3119,0.7951,3,24,0,95.47
0.6993,0.3163,0.32,0.486,1,21,0,94.06
0.6421,0.2912,0.2533,0.6783,1,8,2,106.05
0.5354,0.3069,0.2211,0.1556,3,26,2,78.54
0.5756,0.3806,0.3859,0.5903,1,19,0,102.61
0.5966,0.9414,1.0,0.3564,1,20,1,120.53
0.6312,0.6742,0.7779,0.2322,1,26,2,105.31
0.6736,0.923,0.9722,0.3953,2,16,1,123.0
0.7197,0.8891,0.6459,0.4677,2,4,0,111.83
0.5407,0.2873,0.3466,0.47,2,4,0,89.55
0.5888,0.4118,0.345,0.2667,1,3,1,88.35
0.6374,0.2607,0.1963,0.1156,1,30,2,86.63
0.5084,0.3226,0.4019,0.4381,3,14,1,87.95
0.5808,0.6868,0.6626,0.5927,2,30,1,109.72
0.6452,0.4374,0.4048,0.2355,1,11,2,96.98
0.6363,0.6341,0.6704,0.6614,3,10,2,97.5
0.6232,0.6762,0.6162,0.7963,2,41,2,120.87
0.5421,0.3896,0.4065,0.2183,1,9,2,82.6
0.6587,0.9407,0.6851,0.6769,2,24,0,120.85
0.5832,0.8632,0.7137,0.3735,2,12,1,113.83
0.6017,0.2162,0.2429,0.7377,3,47,2,84.3
0.6028,0.3941,0.3801,0.392,1,44,2,104.22
0.626,0.4042,0.4259,0.1437,2,29,1,75.63
0.5954,0.3417,0.2902,0.2487,3,7,2,77.87
0.6062,0.4182,0.4227,0.3803,1,19,0,91.76
0.6814,0.4311,0.3947,0.5553,3,33,2,86.31
0.6726,0.4924,0.4458,0.1314,1,4,1,97.98
0.7001,0.368,0.4184,0.393,3,11,2,85.44
0.5798,0.3625,0.2576,0.2452,3,27,0,82.96
0.5603,0.2436,0.2272,0.5036,2,36,1,79.9
0.6078,0.8511,1.0,0.3525,2,33,2,117.02
0.6466,0.2479,0.2156,0.5315,2,49,2,84.51
0.5876,0.3772,0.4277,0.4201,2,5,2,90.12
0.5907,0.4327,0.4361,0.2141,1,48,0,94.08
0.5952,0.8653,0.9517,0.7857,2,34,2,112.65
0.5295,0.2837,0.2092,0.5736,3,43,2,82.98
0.5187,0.2316,0.171,0.2114,2,41,1,70.24
0.6131,0.2456,0.2321,0.3549,3,31,2,80.78
0.6045,0.3378,0.2869,0.5253,1,31,2,93.08
0.7139,0.832,0.8005,0.3358,2,25,0,110.5
0.7284,0.9454,0.8163,0.1208,1,18,2,118.77
0.6563,0.7613,0.8345,0.6845,3,26,1,109.84
0.6071,0.4286,0.333,0.5205,2,11,1,101.37
0.6877,0.3109,0.3607,0.1164,1,46,1,90.92
0.626,0.3209,0.3405,0.5159,3,13,2,84.9
0.5721,0.4269,0.4313,0.1537,2,1,1,89.02
0.6275,0.4481,0.4747,0.5486,2,41,1,100.48
0.5386,0.5311,0.3799,0.4198,1,40,2,113.84
0.6564,0.7269,0.5664,0.3467,1,45,1,104.19
0.5749,0.2851,0.2909,0.7569,2,34,1,96.7
0.5901,0.359,0.3497,0.1516,2,19,1,79.23
0.6203,0.6932,0.7032,0.4751,3,29,1,113.18
0.5327,0.9354,0.7027,0.1791,3,11,1,97.62
0.5684,0.6899,0.5705,0.2145,3,41,2,101.01
0.6145,0.2109,0.2256,0.683,2,23,2,89.32
0.656,0.7083,0.5077,0.2809,1,16,2,117.26
0.6382,0.9618,0.9722,0.6273,3,11,2,114.75
0.6348,0.292,0.2205,0.5142,1,38,2,91.43
0.7414,0.24,0.2845,0.1571,1,40,2,88.11
0.5979,0.8225,0.5906,0.4268,2,6,2,103.38
0.7234,0.407,0.4977,0.7546,3,32,0,108.35
0.7322,0.5818,0.6494,0.6994,2,36,2,112.99
0.7216,0.6605,0.4829,0.3775,2,9,0,112.71
0.6637,0.2085,0.2594,0.5728,3,18,1,79.66
0.6029,0.3985,0.3794,0.4638,3,45,1,89.42
0.5758,0.5467,0.6297,0.5694,3,9,2,102.34
0.6035,0.9979,0.9738,0.1442,1,18,1,117.24
0.6434,0.8717,0.648,0.7631,2,41,1,120.07
0.6092,0.2236,0.2466,0.6111,1,46,2,96.4
0.6426,0.5513,0.4187,0.3583,3,2,2,96.06
0.5593,0.3879,0.3675,0.6788,1,23,0,102.31
0.5884,0.8831,0.944,0.5481,2,50,0,120.45
0.6338,0.262,0.2859,0.3752,2,30,0,82.94
0.6198,0.4443,0.455,0.5017,3,29,0,93.44
0.5079,0.3932,0.3382,0.7442,1,36,1,99.04
0.7095,0.9001,0.764,0.4692,3,4,0,112.69
0.7006,0.3486,0.2978,0.2021,2,6,2,81.77
0.6604,0.2869,0.3534,0.1284,2,16,0,75.02
0.686,0.9395,0.7702,0.3443,2,18,2,117.05
0.6392,0.6563,0.661,0.6383,2,9,0,108.72
0.6892,0.2429,0.3027,0.7745,3,18,2,91.61
0.5874,0.6956,0.5215,0.6792,1,50,1,106.73
0.6543,0.3236,0.3628,0.6822,2,12,0,101.63
0.5947,0.6054,0.7707,0.6457,3,28,0,106.45
0.6506,0.4443,0.4271,0.2996,1,38,0,97.25
0.6769,0.8419,0.5988,0.6822,2,28,1,118.58
0.5898,0.7493,0.7976,0.7465,1,8,0,117.86
0.6041,0.3522,0.3606,0.6871,2,15,1,90.18
0.6544,0.3529,0.4212,0.7149,3,10,0,97.15
0.659,0.2544,0.3259,0.5845,1,38,2,95.59
0.6638,0.251,0.2686,0.4525,1,42,2,87.66
0.5586,0.3226,0.2513,0.3027,3,23,0,79.47
0.5855,0.936,0.8378,0.6076,1,5,1,124.79
0.6055,0.5513,0.5127,0.3532,2,24,0,98.45
0.6277,0.5905,0.7545,0.2638,1,5,1,110.66
0.6362,0.43,0.4917,0.1977,2,19,0,93.13
0.6608,0.4181,0.4353,0.2611,1,22,0,95.34
0.6333,0.4048,0.3954,0.6516,2,50,0,102.94
0.7205,0.3373,0.2517,0.3839,2,31,1,95.54
0.5019,0.2942,0.2425,0.2861,2,26,1,89.09
0.6604,0.709,0.7621,0.5798,1,30,1,116.55
0.5495,0.2646,0.2109,0.1699,1,20,1,84.99
0.5919,0.2241,0.217,0.6113,2,46,2,76.75
0.5812,0.842,0.8996,0.7614,3,18,1,119.66
0.5953,0.8293,0.6054,0.7546,1,48,2,113.94
0.6696,0.4806,0.3632,0.2419,2,45,0,90.19
0.6126,0.2301,0.2715,0.594,2,29,2,87.21
0.5431,0.2623,0.3257,0.7018,2,26,2,85.26
0.647,0.4103,0.396,0.4903,1,27,1,98.98
0.6184,0.7395,0.8272,0.6064,1,19,0,118.56
0.6702,0.3142,0.3658,0.5338,3,28,2,88.69
0.6091,0.2931,0.3437,0.663,1,1,0,87.18
0.6472,0.4932,0.4846,0.3745,3,40,0,87.66
0.671,0.3927,0.498,0.7071,2,41,0,99.5
0.6105,0.7614,0.9775,0.5604,1,44,0,126.58
0.7111,0.3804,0.4828,0.3848,3,44,2,91.54
0.6424,0.8067,0.8195,0.5609,3,40,0,104.96
0.6044,0.4364,0.448,0.528,3,17,0,95.86
0.7028,0.3662,0.475,0.4179,3,8,0,93.26
0.5567,0.3872,0.3565,0.4469,2,46,2,83.88
0.6229,0.9626,0.711,0.5299,2,51,2,118.48
0.6085,0.3027,0.2333,0.7497,3,50,2,88.04
0.5691,0.4042,0.312,0.6546,1,7,0,100.33
0.5653,0.398,0.5066,0.3457,1,43,1,84.02
0.6679,0.8919,0.6771,0.7491,1,26,2,119.41
0.6593,0.8952,0.7164,0.6072,2,11,0,124.41
0.6208,0.8796,0.8405,0.4391,1,28,1,122.09
0.6569,0.6318,0.6035,0.4514,1,19,1,108.19
0.5491,0.3878,0.4687,0.1572,1,39,1,90.37
0.6717,0.2761,0.3258,0.2164,1,12,0,91.94
0.5868,0.9052,0.732,0.6194,3,25,2,115.51
0.5976,0.4123,0.3947,0.235,2,43,2,91.68
0.7361,0.7906,0.6117,0.6841,1,10,0,118.1
0.6313,0.6864,0.5,0.5127,1,44,2,110.21
0.6769,0.876,1.0,0.5233,2,35,0,125.47
0.5821,0.61,0.6675,0.5159,3,31,2,106.76
0.6403,0.4348,0.3516,0.7737,2,8,1,103.27
0.5546,0.3629,0.2993,0.6845,1,43,1,96.7
0.5744,0.8406,0.9303,0.5216,1,46,1,125.58
0.6027,0.6165,0.6709,0.1345,1,22,1,99.58
0.6663,0.5177,0.3625,0.1906,1,48,1,102.0
0.6109,0.415,0.4168,0.1545,2,8,2,95.2
0.5985,0.6641,0.5029,0.7147,1,6,0,108.97
0.5737,0.8142,0.9508,0.1302,2,27,0,103.92
0.5103,0.8643,0.9987,0.4675,3,46,1,111.5
0.7484,0.5694,0.5368,0.1493,3,52,0,83.98
0.6575,0.5357,0.4686,0.5734,1,51,2,107.39
0.6766,0.9071,0.9758,0.1148,1,22,2,118.11
0.6841,0.9833,1.0,0.6607,3,26,2,131.23
0.5894,0.219,0.1641,0.6152,2,21,1,84.38
0.5317,0.9495,0.9273,0.6296,3,33,1,122.66
0.6867,0.3314,0.4042,0.4661,1,16,0,97.11
0.6292,0.9114,1.0,0.4058,3,6,1,111.37
0.6343,0.7618,0.6854,0.3843,2,36,1,107.83
0.673,0.6099,0.6001,0.7152,1,8,2,121.38
0.6071,0.4302,0.5251,0.543,1,19,0,102.27
0.5777,0.4822,0.359,0.3979,2,49,2,96.33
0.5141,0.8401,0.9897,0.3867,2,9,1,112.07
0.7005,0.5451,0.4198,0.1867,2,21,2,85.63
0.6517,0.6572,0.6217,0.7481,2,45,0,111.46
0.5362,0.2443,0.225,0.4083,2,25,0,76.08
0.5844,0.4001,0.5081,0.7957,2,10,2,99.44
0.5994,0.7068,0.8466,0.1888,3,5,2,96.42
0.5986,0.2546,0.2439,0.3767,3,33,0,79.98
0.5869,0.2846,0.3391,0.1817,1,16,2,83.71
0.654,0.4373,0.4077,0.3136,1,17,1,94.91
0.538,0.4359,0.4154,0.6999,3,28,1,89.24
0.5868,0.5635,0.6317,0.4472,2,34,2,98.42
0.6668,0.6886,0.7449,0.7388,1,2,2,122.28
0.5376,0.6123,0.6154,0.3577,2,5,2,104.02
0.6312,0.6649,0.6965,0.4402,3,36,2,110.38
0.5962,0.8701,0.7423,0.2533,1,50,0,118.95
0.6778,0.2579,0.1856,0.4898,1,13,0,96.72
0.5688,0.4147,0.534,0.1999,1,8,1,99.3
0.6431,0.4019,0.2916,0.2657,1,8,0,87.9
0.5658,0.4137,0.373,0.5455,1,38,0,94.71
0.6013,0.4215,0.5029,0.7136,1,15,2,103.98
0.6072,0.2194,0.283,0.4769,3,28,1,78.83
0.6937,0.3676,0.299,0.1508,2,5,0,83.69
0.6224,0.7422,0.5328,0.2719,2,4,2,103.36
0.6461,0.5784,0.5449,0.2215,1,42,0,113.32
0.6763,0.4083,0.3509,0.6667,2,33,2,101.26
0.5553,0.376,0.3351,0.5598,3,40,2,83.88
0.6105,0.8428,0.7765,0.2694,1,42,0,103.14
0.4874,0.4545,0.5612,0.7939,3,49,1,99.6
0.5989,0.3116,0.3551,0.3683,3,35,0,75.95
0.6931,0.4045,0.3873,0.6698,3,26,1,87.22
0.5459,0.3249,0.347,0.3763,2,34,2,85.63
0.604,0.6862,0.8034,0.4846,2,44,1,105.02
0.5949,0.2711,0.2928,0.7288,1,44,2,91.55
0.6461,0.8462,1.0,0.4037,2,13,1,111.79
0.6633,0.4304,0.5431,0.7073,1,32,0,106.77
0.6116,0.2762,0.3386,0.4204,3,41,1,75.32
0.6504,0.8048,0.9816,0.142,2,6,1,114.37
0.4967,0.7044,0.594,0.6974,2,3,2,110.39
0.6436,0.4136,0.4375,0.1065,3,38,2,84.31
0.7625,0.3208,0.2688,0.2567,3,41,0,83.41
0.626,0.4219,0.4437,0.584,1,47,1,104.72
0.6054,0.6549,0.5227,0.304,1,8,1,97.39
0.6591,0.3635,0.2555,0.5863,1,34,2,91.08
0.5511,0.4702,0.3571,0.168,2,12,2,79.38
0.7114,0.83,0.9114,0.6851,1,49,2,127.98
0.5534,0.3408,0.4187,0.4541,3,19,0,82.35
0.6883,0.3497,0.2759,0.7323,1,23,2,94.2
0.6316,0.3399,0.2404,0.2624,2,21,1,88.36
0.642,0.3403,0.2635,0.4906,2,43,0,88.85
0.513,0.424,0.3627,0.5575,1,35,1,105.37
0.565,0.6354,0.6946,0.3935,1,48,1,109.36
0.6573,0.3941,0.3851,0.182,1,36,0,99.79
0.6102,0.3902,0.3439,0.4353,2,21,0,97.59
0.5984,0.9151,0.8589,0.4376,1,27,2,119.53
0.6107,0.7939,0.7258,0.24,3,32,0,105.02
0.6592,0.8259,0.7523,0.1852,1,27,1,105.09
0.7486,0.8459,0.7555,0.1263,3,15,0,98.01
0.5987,0.7013,0.7503,0.5435,3,17,1,103.15
0.5773,0.377,0.4145,0.2419,1,2,1,95.17
0.5874,0.3638,0.4053,0.2926,3,29,0,89.96
0.5914,0.2181,0.2824,0.3952,3,52,0,80.08
0.6209,0.486,0.5552,0.1072,1,52,0,100.58
0.6017,0.4413,0.3168,0.4735,3,19,2,92.14
0.5748,0.7812,0.9927,0.4556,2,14,1,119.37
0.6371,0.2711,0.2989,0.7917,2,8,1,83.64
0.5855,0.3984,0.4615,0.4661,3,19,0,92.64
0.6297,0.737,0.5736,0.7516,1,9,0,118.62
0.6979,0.4165,0.3366,0.1208,2,40,0,99.55
0.7191,0.8374,0.6328,0.6895,1,7,2,126.68
0.6913,0.3064,0.3652,0.6552,2,24,2,89.32
0.7092,0.3777,0.4816,0.3569,3,27,1,88.52
0.7438,0.9677,0.9526,0.5746,3,17,2,109.83
0.628,0.833,0.6104,0.7233,2,43,0,107.05
0.6375,0.4082,0.3155,0.5294,3,33,2,87.95
0.7463,0.5505,0.4473,0.3458,1,9,1,109.79
0.6432,0.3355,0.2918,0.5777,1,49,2,107.15
0.6342,0.2231,0.1796,0.2499,1,35,2,91.65
0.6218,0.4182,0.338,0.4713,1,44,1,102.54
0.6047,0.7748,0.5902,0.7794,1,22,0,120.64
0.7554,0.4072,0.3607,0.7733,1,7,1,104.85
0.62,0.2252,0.1661,0.1391,2,42,1,73.5
0.6739,0.8628,0.8988,0.1956,1,51,0,117.57
0.5977,0.7767,0.9251,0.1566,1,25,2,112.27
0.7338,0.908,0.9024,0.2299,2,19,2,117.34
0.596,0.2195,0.2844,0.4491,3,8,0,76.2
0.6456,0.3323,0.3443,0.7512,3,41,0,97.14
0.6208,0.693,0.8496,0.4953,1,46,1,129.78
0.6097,0.4063,0.4071,0.5124,3,31,2,93.56
0.5955,0.4282,0.4621,0.4573,2,38,1,92.99
0.6078,0.4152,0.5139,0.7784,2,9,2,106.96
0.5725,0.8472,0.707,0.16,2,48,2,108.8
0.5333,0.7456,0.8039,0.682,2,1,2,110.04
0.546,0.7356,0.9516,0.5747,3,17,0,104.22
0.5824,0.5013,0.6384,0.7415,2,33,1,101.04
0.6014,0.2281,0.2818,0.3671,2,40,2,82.55
0.583,0.2762,0.2629,0.7261,2,21,0,80.19
0.6353,0.2312,0.2053,0.5863,2,51,0,76.93
0.5819,0.9587,0.6771,0.6888,3,34,0,119.02
0.6966,0.4439,0.5352,0.4551,2,18,0,108.2
0.6359,0.2954,0.3284,0.7293,3,47,0,90.03
0.483,0.2864,0.3697,0.1071,3,37,0,70.46
0.6813,0.3527,0.346,0.6982,3,10,2,88.35
0.5134,0.9354,0.6882,0.528,2,19,0,114.63
0.6257,0.5111,0.5721,0.1401,1,22,1,99.67
0.5184,0.7751,0.7568,0.5097,2,35,1,122.45
0.6595,0.4015,0.514,0.4827,1,22,0,98.86
0.6551,0.6663,0.5211,0.2695,1,5,0,98.1
0.6245,0.562,0.5096,0.191,2,18,2,94.97
0.5998,0.9493,0.9142,0.5531,1,46,1,119.69
0.5625,0.8165,0.9866,0.7031,2,21,1,129.24
0.609,0.3481,0.3949,0.3725,3,45,0,86.68
0.6972,0.833,0.7361,0.6143,2,31,1,117.95
0.7193,0.8347,0.7215,0.4435,2,33,0,120.51
0.6463,0.6722,0.5058,0.6906,1,11,1,109.13
0.5609,0.2095,0.1681,0.5123,3,48,2,67.66
0.6914,0.8024,0.7492,0.2222,2,49,2,122.69
0.6756,0.6875,0.625,0.7365,3,20,0,111.22
0.671,0.7219,0.5277,0.5185,2,27,1,117.66
0.508,0.366,0.4019,0.7573,3,26,0,90.05
0.741,0.953,0.8705,0.5888,1,25,1,121.69
0.6715,0.6796,0.6501,0.1311,3,12,2,91.32
0.6028,0.2547,0.1791,0.7185,2,52,2,84.45
0.6674,0.4168,0.4113,0.2938,2,18,0,91.5
0.7416,0.4027,0.5088,0.5612,3,26,0,95.99
0.6186,0.6026,0.6486,0.6994,2,41,0,112.26
0.7209,0.5744,0.4622,0.5383,1,27,1,107.99
0.69,0.2067,0.2386,0.1459,2,37,2,79.52
0.5899,0.6814,0.5914,0.4489,2,2,1,106.97
0.659,0.2183,0.1747,0.2873,1,18,0,89.09
0.5887,0.9982,1.0,0.3517,3,4,2,112.1
0.6839,0.3355,0.3156,0.7566,2,3,0,97.18
0.5585,0.7272,0.8637,0.3298,1,33,1,114.66
0.5209,0.9662,1.0,0.4231,1,11,2,132.47
0.6379,0.4113,0.424,0.6429,3,51,1,96.58
0.6252,0.298,0.223,0.1569,2,48,2,81.67
0.5991,0.8112,0.6152,0.4183,2,32,2,108.05
0.5689,0.3809,0.2886,0.1307,3,8,0,81.08
0.6172,0.4598,0.4175,0.4515,3,9,2,88.9
0.7788,0.6066,0.6881,0.2423,1,44,1,110.24
0.577,0.2132,0.1516,0.1291,1,5,0,76.58
0.6484,0.9159,0.8417,0.7519,2,25,2,119.14
0.7313,0.2931,0.2865,0.4025,1,3,0,98.61
0.6395,0.3741,0.3811,0.7421,3,35,0,96.79
0.5654,0.3308,0.3891,0.6022,3,3,0,101.85
0.5411,0.9872,0.9333,0.7266,2,19,2,115.71
0.6009,0.3485,0.3745,0.505,1,37,0,104.33
0.601,0.2098,0.2351,0.1267,2,11,2,82.3
0.6263,0.2213,0.2461,0.7546,1,4,2,95.28
0.7807,0.9919,0.7355,0.7087,1,31,1,140.37
0.6236,0.6504,0.4782,0.5316,1,10,1,110.74
0.5182,0.7805,0.941,0.3873,2,36,2,121.61
0.6316,0.7771,0.6038,0.2535,2,49,0,102.59
0.564,0.4866,0.4458,0.7425,1,45,1,102.68
0.5763,0.8979,0.6339,0.5948,1,51,2,122.23
0.5915,0.8143,0.8568,0.34,1,19,0,109.19
0.6051,0.401,0.4274,0.1983,3,24,1,83.93
0.6462,0.838,1.0,0.3739,2,15,2,117.43
0.6094,0.2065,0.174,0.4067,3,40,1,82.37
0.6008,0.903,0.7977,0.3967,3,47,1,104.86
0.6185,0.8397,0.791,0.173,2,44,2,114.48
0.6481,0.5486,0.6431,0.1693,2,41,0,98.08
0.6216,0.5213,0.4989,0.6808,2,23,1,102.42
0.6666,0.6985,0.5392,0.4048,3,30,2,93.69
0.7014,0.2032,0.1433,0.4359,2,24,1,93.18
0.6491,0.6821,0.6408,0.6642,1,32,2,112.49
0.5765,0.7479,0.6023,0.6971,2,8,0,106.15
0.5899,0.5753,0.6794,0.1591,1,4,1,111.84
0.6465,0.6592,0.5158,0.293,3,46,1,90.41
0.6704,0.3554,0.32,0.455,3,31,2,89.64
0.5627,0.9548,1.0,0.5656,2,6,2,125.58
0.7038,0.2657,0.3321,0.7271,3,51,1,91.51
0.6925,0.3322,0.3501,0.303,2,6,2,84.05
0.5959,0.8685,0.8334,0.3657,3,43,0,117.57
0.484,0.3195,0.2288,0.2,3,21,1,72.96
0.6273,0.423,0.4718,0.167,3,51,1,79.69
0.6667,0.2722,0.3191,0.6276,1,25,0,99.0
0.581,0.4252,0.432,0.33,3,8,1,84.99
0.6475,0.6837,0.5424,0.7983,2,5,0,114.08
0.5409,0.7586,0.9168,0.2401,1,39,0,109.15
0.7508,0.3364,0.3136,0.5745,3,31,2,89.59
0.5819,0.9299,1.0,0.267,1,52,1,124.65
0.6626,0.9861,1.0,0.5851,1,10,1,129.07
0.6123,0.5237,0.6615,0.7579,1,9,1,104.83
0.5509,0.7135,0.6904,0.5691,2,47,2,108.26
0.6175,0.8616,0.8146,0.4884,3,43,1,110.94
0.6607,0.7969,0.8546,0.7206,3,27,0,107.6
0.6754,0.7529,0.9382,0.5486,2,46,2,119.43
0.5348,0.7195,0.6294,0.313,2,27,2,95.36
0.6347,0.2353,0.2823,0.5161,3,14,1,80.27
0.553,0.3651,0.3494,0.655,3,1,0,91.34
0.5765,0.3793,0.4748,0.6473,3,44,0,89.55
0.5346,0.5751,0.4267,0.7006,1,45,0,109.08
0.6523,0.3471,0.3151,0.5985,3,23,2,85.89
0.586,0.2829,0.2057,0.3166,2,46,2,82.91
0.72,0.4777,0.4323,0.1928,1,3,0,102.93
0.6752,0.4127,0.3841,0.6268,2,27,0,94.67
0.6417,0.936,0.8406,0.7596,3,12,1,110.49
0.619,0.698,0.8351,0.4637,1,37,2,112.26
0.5831,0.4345,0.3548,0.2972,3,37,2,77.11
0.7189,0.8761,0.9658,0.1643,1,39,1,117.68
0.7241,0.7058,0.8693,0.3358,2,20,1,105.13
0.5602,0.3017,0.2305,0.4318,1,30,1,85.81
0.6691,0.4406,0.4529,0.1752,2,34,2,89.29
0.5679,0.9648,0.9011,0.3037,3,18,0,112.77
0.5912,0.3683,0.3643,0.1069,3,1,2,84.02
0.5245,0.2236,0.2038,0.4759,1,19,0,76.09
0.6045,0.3066,0.2241,0.5141,3,4,1,82.21
0.5997,0.6982,0.5788,0.6856,3,19,0,101.88
0.6005,0.4295,0.5583,0.4688,1,1,0,99.37
0.5488,0.5583,0.4074,0.3954,1,18,2,92.1
0.5702,0.3257,0.372,0.2838,3,49,0,87.54
0.5887,0.4083,0.3032,0.3365,1,20,2,91.93
0.5757,0.6326,0.5547,0.6612,3,40,1,110.59
0.6053,0.4265,0.3623,0.3421,2,30,0,91.8
0.5907,0.2864,0.2599,0.7324,1,21,2,99.98
0.5756,0.2196,0.2848,0.2212,1,6,1,90.85
0.61,0.7714,0.9055,0.4938,2,52,1,121.99
0.601,0.2291,0.1748,0.7743,2,43,2,86.21
0.6655,0.8268,0.6294,0.5875,3,52,1,109.89
0.7269,0.8416,0.6951,0.3308,3,23,0,104.05
0.6263,0.9836,1.0,0.4439,1,12,1,121.91
0.6334,0.2505,0.1793,0.1892,2,38,1,72.15
0.6082,0.389,0.4521,0.2526,2,11,1,79.04
0.5892,0.6196,0.5464,0.2857,1,51,2,106.17
0.6121,0.8275,0.5897,0.7844,1,16,1,118.32
0.6146,0.3454,0.2703,0.1735,1,18,1,94.45
0.6414,0.8791,1.0,0.1203,3,51,2,111.13
0.6951,0.2367,0.1849,0.3594,2,32,0,80.62
0.6788,0.4089,0.3393,0.2167,2,36,2,92.58
0.5938,0.3865,0.4491,0.5336,2,17,2,98.57
0.6124,0.4066,0.4272,0.6036,2,1,2,87.27
0.6592,0.6697,0.8275,0.2974,3,50,1,107.37
0.6546,0.2389,0.1852,0.7281,2,31,2,96.61
0.5792,0.3993,0.5142,0.7039,1,29,2,101.77
0.587,0.4436,0.329,0.4831,3,44,2,82.35
0.5966,0.2734,0.2804,0.4985,2,52,2,85.5
0.6041,0.2184,0.1632,0.4763,2,29,0,90.66
0.7316,0.7475,0.9172,0.647,2,16,1,119.17
0.5994,0.8922,0.6698,0.2997,1,25,1,111.82
0.7146,0.2073,0.1924,0.2299,2,4,0,86.37
0.5762,0.2192,0.193,0.7205,2,35,0,83.66
0.6654,0.3966,0.4174,0.5418,1,31,2,107.51
0.6027,0.8154,0.6275,0.7867,3,42,0,116.84
0.5172,0.8481,0.7651,0.1517,3,7,1,99.83
0.6151,0.6763,0.5402,0.6127,3,30,1,103.69
0.6456,0.3524,0.416,0.4768,3,45,1,91.76
0.5478,0.7446,0.7822,0.2297,3,23,2,95.46
0.6988,0.7747,0.6377,0.7527,3,4,0,113.84
0.6177,0.5749,0.668,0.437,2,39,1,106.87
0.7171,0.4207,0.2955,0.4569,3,36,1,86.98
0.6331,0.9953,1.0,0.3188,3,41,0,112.64
0.6148,0.4925,0.4227,0.2304,2,1,2,98.58
0.6384,0.4696,0.4049,0.5707,2,33,2,96.02
0.5279,0.3937,0.2886,0.4677,2,30,2,85.37
0.5715,0.5658,0.525,0.248,1,26,0,97.3
0.6237,0.3981,0.4325,0.3536,2,37,0,91.6
0.5766,0.4097,0.3257,0.7496,2,6,2,102.54
0.6996,0.8609,0.9887,0.6866,1,2,0,134.28
0.6886,0.2954,0.2194,0.6664,2,41,2,87.72
0.6983,0.5614,0.5607,0.5046,2,40,0,100.15
0.5423,0.2289,0.2408,0.5091,1,1,0,91.92
0.65,0.3654,0.2651,0.3402,3,15,0,84.0
0.6516,0.2628,0.196,0.1315,2,8,0,79.02
0.598,0.4319,0.3365,0.2219,1,2,2,87.24
0.6225,0.4284,0.3029,0.2654,2,47,0,92.32
0.6493,0.4909,0.5813,0.343,2,48,1,101.47
0.5191,0.3861,0.2757,0.7704,2,15,1,87.76
